Document_ID,Publication_date,Title,Text_Content,Company_Name,Company_Code,Sentiment
69811,2024-09-04,Other price sensitive information,"
	 

	Notification regarding published information on the Pari.com.mk portal

	In relation to the information published by the Pari.com.mk portal, titled ""Komercijalna bought the first 1,000 shares from Stopanska Banka AD Bitola for 52 thousand euros"", we would hereby like to inform the public that this information is incorrect.

	Komercijalna Banka has not executed a block transaction with shares from Stopanska Banka AD Bitola. For purposes of clarification, we would hereby draw the attention to Article 36 of the Law on Takeover of Joint Stock Companies, according to which: ""As of the day of announcing the intent for takeover, and up until the expiry of the deadline for accepting the takeover bid, the bidder may not, outside of the takeover procedure, directly or indirectly, purchase securities related to the intent. The legal act concluded contrary to this provision shall be considered null and void"".

	Considering that Komercijalna Banka fully adheres to the legal regulations, we would like to inform you that Komercijalna Banka does not own a single share from Stopanska Banka AD Bitola, nor will it acquire ownership of shares from Stopanska Banka AD Bitola during the takeover procedure, up until the possible successful completion of the procedure.

	The block transaction mentioned in the text has been executed by another brokerage company for another buyer, and not for Komercijalna Banka.

	According to the above, the published incorrect information has been withdrawn and the portal published the complete denying statement by Komercijalna Banka, indicating that incorrect information was previously published.

	 
",Комерцијална Банка АД Скопје,KMB,Neutral
69803,2024-09-03,Changes in the managing bodies,"
	We are informing you that on 03.09.2024, the National Bank of the Republic of North Macedonia has issued a Decision granting prior consent for Mr. Toni Stojanovski appointing him as the new President of the Management Board of NLB Banka AD Skopje with a mandate starting from 03.09.2024.
",НЛБ Банка АД Скопје,TNB,Neutral
69472,2024-07-31,Other price sensitive information,"
	Makedonski Telekom AD Skopje publishes the explanation on the operation for the period January - June 2024.

	 

Makedonski telekom AD Skopje
Explanation on the operation for the period
January – June 2024",Македонски Телеком АД Скопје,TEL,Neutral
70233,2024-10-30,Other price sensitive information,"Komercijalna Banka AD Skopje publishes the Comments on the unaudited (unconsolidated) Income Statement and Balance Sheet for the period 01.01 – 30.09 2024.
КБ_доверливо
Comment on the unconsolidated and unaudited
Income Statement and Balance Sheet
of Komercijalna Banka AD Skopje
for the period of 01.01 - 30.09.2024
1. Income Statement
In the period of 01.01-30.09.2024, Komercijalna Banka AD Skopje realized a positive financial
result from its operations in an amount of MKD 4,422.6 million compared to the positive
financial result from the same period last year in the amount of MKD 3,047.7 million, noting
an increase by 45.1%. The planned gross profit for the three quarters of the year is realized by
139.3%. The profit realized before provisioning, which is an indicator of the Bank's operational
capability to cover the operating expenses, has increased by 36.4% compared to the same
period last year. The increase of profit realized before provisioning is mainly due to the
increased other operating income as well as the increased net interest income, and to a lesser
extent due to the increased net fee and commission income and net trading income. The more
significant increase of other operating income compared to the same period last year is a result
of the increased income from capital gains from the sale of foreclosed property, as well as the
increased amount of collected previously written-off claims.
The total operating income realized is in the amount of MKD 6,626.4 million and notes an
increase by 29.5% compared to the same period last year.
The net interest income represents a basic component in the formation of the total operating
income and as at 30.09.2024, notes an increase by 16.2% compared to the same period last
year. The plan for the analyzed period is realized by 113.4%. Interest income notes an increase
by 20.0% as a result of increased placements across all customer categories, whereas a trend
of decrease of interest rates compared to the same period last year is evident only within the
non-residents sector due to the decrease of the three nominal interest rates by the ECB. Within
the rest of the sectors, higher interest rates still persist compared to the same period last year,
in conditions of initiated relaxation of the monetary policy by NBRNM1. Interest expenses have
increased by 58.7% due to the increased time deposits compared to the same period last year.
The net interest margin at Bank’s level has increased from 3.56% at the end of the third quarter
of 2023, to 3.87% as at 30.09.2024.
As at 30.09.2024, the net fee and commission income amounts to MKD 876.0 million and
compared to the same period last year notes an increase by 9.9%, mostly as a result of the
increase in the volume of operations, especially in cards operations. The plan for the analyzed
period is realized by 106.2%.
The net FX gains as at 30.09.2024 amount to MKD 268.0 million and note a small decrease
by 1.2% compared to the same period last year. The plan for the analyzed period is realized by
109.6%.
Other operating income of the Bank as at 30.09.2024 is in the amount of MKD 987.8 million
and notes a more significant increase compared to the same period last year, as a result of the
multiple increase in income from capital gains from the sale of foreclosed property, and to a
lesser extent due to the increased amount of collected previously written-off claims. The income
from the sale of foreclosed property from the debtors Euronikel Industri DOO Vozarci,
Kavadarci and Nova Refraktori DOO Pehcevo recorded in April 2024 has the largest share
within the income from sale of foreclosed property and equipment. The plan is realized by
176.2%.
1
The ECB has reduced the three nominal interest rates on three occasions (in June, September and October) by 25
percentage points each. NBRNM has reduced the interest rate on treasury bills in September 2024 also by 25
percentage points at the level of 6.05%, as compared to 6.30% in September 2023. Interest rates on overnight and 7-
day deposits remained at the same level as in September 2023.
1",Комерцијална Банка АД Скопје,KMB,Positive
70230,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,"Komercijalna Banka AD Skopje publishes the unaudited (unconsolidated) Income Statement, Balance Sheet and Statement of Cash Flow for the period 01.01 – 30.09.2024.",Комерцијална Банка АД Скопје,KMB,Neutral
70232,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70227.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makpromet-ad-stip,Макпромет АД Штип,MAKP,Neutral
70229,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70226.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makpromet-ad-stip,Макпромет АД Штип,MAKP,Neutral
70225,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70205.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/unibanka-ad-skopje,УНИ Банка АД Скопје ,BAB,Neutral
70224,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70204.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/unibanka-ad-skopje,УНИ Банка АД Скопје ,BAB,Neutral
70223,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70184.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fruktal-mak-ad-skopje,Фруктал Мак АД Скопје,KONZ,Neutral
70222,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70215.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makpetrol-ad-skopje,Макпетрол АД Скопје,MAK,Neutral
70221,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70196.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/angropromet-tikvesanka-ad-kavadarci,Ангропромет Тиквешанка АД Кавадарци,APTK,Neutral
70220,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70197.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/angropromet-tikvesanka-ad-kavadarci,Ангропромет Тиквешанка АД Кавадарци,APTK,Neutral
70219,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70195.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/oilko-kda-skopje,ОИЛКО КДА Скопје,OILKO,Neutral
70218,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70202.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/slavej--ad-skopje,Славеј АД Скопје,SLA,Neutral
70217,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70199.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/stokopromet-ad-skopje,Стокопромет АД Скопје,STOK,Neutral
70216,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70198.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rudnici-banani-ad-skopje,Рудници Бањани АД Скопје,BANA,Neutral
70214,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70183.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fzc-11-ti-oktomvri-ad-kumanovo,ФЗЦ 11 Октомври АД Куманово,CEVI,Neutral
70213,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70182.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fzc-11-ti-oktomvri-ad-kumanovo,ФЗЦ 11 Октомври АД Куманово,CEVI,Neutral
70212,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70190.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/veteks-ad-veles,Ветекс АД Велес,VTKS,Neutral
70211,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70192.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/veteks-ad-veles,Ветекс АД Велес,VTKS,Neutral
70210,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70181.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/debarski-bani-–capa-ad--debar,Дебарски бањи - Цапа АД Дебар,DEBA,Neutral
70209,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70187.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/sileks-ad-kratovo,Силекс АД Кратово,SIL,Neutral
70208,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70185.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makoteks-ad-skopje,Макотекс АД Скопје,MAKS,Neutral
70207,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70191.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/zito-luks-ad-skopje,Жито Лукс АД Скопје,ZIL,Neutral
70206,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70189.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/zito-luks-ad-skopje,Жито Лукс АД Скопје,ZIL,Neutral
70180,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70164.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/evropa-ad-skopje,Европа АД Скопје,EVRO,Neutral
70179,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70162.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/evropa-ad-skopje,Европа АД Скопје,EVRO,Neutral
70178,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70177.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/mzt-pumpi-ad-skopje,МЗТ Пумпи АД Скопје,MZPU,Neutral
70176,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70175.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/nematali-ograzden-ad-strumica,Неметали Огражден АД Струмица,NEM,Neutral
70174,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70171.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/nematali-ograzden-ad-strumica,Неметали Огражден АД Струмица,NEM,Neutral
70173,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70170.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/stopanska-banka-ad-skopje,Стопанска банка АД Скопје,STB,Neutral
68679,2024-05-30,Interested party transaction,"
	Persuant to the Article 460-d of the Law on Trade Companies, Makedonski Telekom AD - Skopje informs that it has effected a transaction with an interested party.

Makedonski Telekom AD, Kej 13-ti Noemvri No. 6, 1000 Skopje
NOTIFICATION ON
A TRANSACTION WITH AN INTERESTED PARTY
Pursuant to Article 460-d of the Law on Trade Companies, Makedonski Telekom AD – Skopje
(hereinafter referred to as: “Makedonski Telekom” or “the Company”) hereby informs that under the
Resolution of the Board of Directors of Makedonski Telekom, adopted at the regular meeting held on
20.03.2024, the conclusion of an Agreement for International IP Peering and Global Transit Services
with Magyar Telekom has been approved as a transaction with an interested party in view of the fact that
Magyar Telekom is the sole shareholder of Stonebridge Communications AD, a shareholder that owns
56.67% of the total number of shares with a right to vote issued by Makedonski Telekom.
This Agreement was concluded on 29.05.2024 for a period of 2 years as of 1st July 2024 with a value of
up to EUR 450,000.00, in order to enable an international IP connection for all the broadband internet
users of the Company.
MAKEDONSKI TELEKOM AD - SKOPJE
Address: Kej 13-ti Noemvri 6, 1000 Skopje, Republic of North Macedonia
Telephone: +389 2 3100 200 | Fax: +389 2 3100 300 | Internet: www.telekom.mk
Contact Center for consumers: +389 2 122, +389 70 122|E-Mail: kontakt@telekom.mk
Contact Center for business customers: +389 2 120, +389 70 120|E-Mail: biznis.kontakt@telekom.mk
Reg. No. 5168660 | Charter capital: MKD 9,583,887,733.00
ISO 9001, ISO 14001 and ISO 27001 certified company",Македонски Телеком АД Скопје,TEL,Neutral
70172,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70167.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/stopanska-banka-ad-skopje,Стопанска банка АД Скопје,STB,Neutral
68678,2024-05-30,CCG Questionnaires,"
	Makedonski Telekom AD Skopje publishes the Questionnaires for application of the Corporate Governance Code for 2023. 
",Македонски Телеком АД Скопје,TEL,Neutral
70169,2024-10-30,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70165.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/zito-karaorman-ad-kicevo,Жито Караорман АД Кичево,ZKAR,Neutral
70168,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70163.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/zito-karaorman-ad-kicevo,Жито Караорман АД Кичево,ZKAR,Neutral
70160,2024-10-30,Other price sensitive information,ALKALOID AD Skopje informs that the unaudited stand-alone and consolidated Income Statement for the period January-September 2024 will be published on 31.10.2024 at 09:00 o’clock.,Алкалоид АД Скопје,ALK,Neutral
70161,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70158.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rz-inter-transsped-ad-skopje,РЖ Интер-Трансшпед АД Скопје,RZIT,Neutral
70157,2024-10-30,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70154.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/centralna-kooperativna-banka-ad-skopje,Централна кооперативна банка АД Скопје,SILB,Neutral
70156,2024-10-29,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70155.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/replek-ad-skopje,Реплек АД Скопје,REP,Neutral
70151,2024-10-29,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70133.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/klanica-so-ladilnik-ad-strumica,Кланица со ладилник АД Струмица,KLST,Neutral
70150,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70132.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/klanica-so-ladilnik-ad-strumica,Кланица со ладилник АД Струмица,KLST,Neutral
70149,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70136.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rz-uslugi-ad-skopje,РЖ Услуги АД Скопје,RZU,Neutral
70148,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70134.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rz-uslugi-ad-skopje,РЖ Услуги АД Скопје,RZU,Neutral
70147,2024-10-29,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70137.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rz-uslugi-ad-skopje,РЖ Услуги АД Скопје,RZU,Neutral
70146,2024-10-29,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70135.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rz-uslugi-ad-skopje,РЖ Услуги АД Скопје,RZU,Neutral
70145,2024-10-29,Other decisions of the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70129.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/triglav-osiguruvane-ad-skopje,Триглав осигурување АД Скопје,VROS,Neutral
70144,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70127.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/triglav-osiguruvane-ad-skopje,Триглав осигурување АД Скопје,VROS,Neutral
70143,2024-10-29,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70128.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/triglav-osiguruvane-ad-skopje,Триглав осигурување АД Скопје,VROS,Neutral
70142,2024-10-29,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70126.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rade-koncar--aparatna-tehnika-ad-skopje,Раде Кончар - Апаратна техника АД Скопје,RDK,Neutral
70141,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70125.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rade-koncar--aparatna-tehnika-ad-skopje,Раде Кончар - Апаратна техника АД Скопје,RDK,Neutral
70140,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70124.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/gtc-ad-skopje,ГТЦ АД Скопје,GTC,Neutral
70139,2024-10-29,Other price sensitive information,"Komercijalna Banka AD Skopje informs that the unaudited (unconsolidated) Income Statement, Balance Sheet and Statement of Cash Flow for the period 01.01 – 30.09.2024 and also the Comments on the unaudited (unconsolidated) Income Statement and Balance Sheet will be published on SEI Net on 30.10.2024 after 15:00 o’clock.",Комерцијална Банка АД Скопје,KMB,Neutral
70123,2024-10-29,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70122.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makstil-ad-skopje,Макстил АД Скопје,MSL,Neutral
70121,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70120.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/grozd-ad-strumica,Грозд АД Струмица,GRZD,Neutral
70119,2024-10-29,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70116.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fustelarko-borec-ad-bitola,Фустеларко Борец АД Битола,FUS,Neutral
70118,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70115.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fustelarko-borec-ad-bitola,Фустеларко Борец АД Битола,FUS,Neutral
70117,2024-10-29,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70113.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/rz-ekonomika-ad-skopje,РЖ Економика АД Скопје,RZE,Neutral
70110,2024-10-28,Draft decisions for the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70103.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/tutunski-kombinat-ad-prilep,Тутунски комбинат АД Прилеп,TUT,Neutral
70108,2024-10-28,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70102.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/geras-cunev-trgovija-ad-strumica,Герас Цунев Трговија АД Струмица,GECT,Neutral
70107,2024-10-28,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70101.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/geras-cunev-konfekcija-ad-strumica,Герас Цунев Конфекција АД Струмица,GECK,Neutral
70106,2024-10-28,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70091.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makosped-ad-skopje,Макошпед АД Скопје,MSK,Neutral
70105,2024-10-28,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70090.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makosped-ad-skopje,Макошпед АД Скопје,MSK,Neutral
70104,2024-10-28,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70088.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makosped-ad-skopje,Макошпед АД Скопје,MSK,Neutral
67306,2024-04-04,Changes in the managing bodies,"
	Resolution on the re-appointment, release and appointment of members of the Board of Directors of the Company, adopted on the Meeting of the Shareholders’ Assembly of Makedonski Telekom AD - Skopje held on 04.04.2024

",Македонски Телеком АД Скопје,TEL,Neutral
67286,2024-04-01,Non-audited financial statements 01.01. - 31.12.,Automakedonija AD Skopje published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Аутомакедонија АД Скопје,AUM,Neutral
67283,2024-04-01,Non-audited financial statements 01.01. - 31.12.,Pelisterka AD Skopje published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Пелистерка АД Скопје,LOZP,Neutral
67280,2024-04-01,Non-audited financial statements 01.01. - 31.12.,ZK Pelagonija AD Bitola published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,ЗК Пелагонија АД Битола,ZKP,Neutral
67277,2024-04-01,Non-audited financial statements 01.01. - 31.12.,VV Tikves AD Kavadarci published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,ВВ Тиквеш АД Кавадарци,TKVS,Neutral
67268,2024-04-01,Non-audited financial statements 01.01. - 31.12.,Granit AD Skopje published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Гранит АД Скопје,GRT,Neutral
68716,2024-05-31,Audited financial statements,"
	Audited financial statements Mermeren Kombinat AD Prilep 2023

Financial statements
prepared in accordance
with International Financial
Reporting Standards and
Independent Auditor’s
Report
Mermeren Kombinat AD Prilep
31 December 2023",Мермерен комбинат АД Прилеп,MERM,Neutral
67063,2024-03-22,Non-audited financial statements 01.01. - 31.12.,Ading AD Skopje published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Адинг АД Скопје,ADI,Neutral
67049,2024-03-21,Other price sensitive information,"
	ALKALOID AD Skopje informs that Zhivko Mukaetov, President of the Management Board and Chief Executive Officer of ALKALOID AD Skopje, acquired 300 ordinary shares issued by ALKALOID AD Skopje.
",Алкалоид АД Скопје,ALK,Neutral
67048,2024-03-21,Other price sensitive information,"
	ALKALOID AD Skopje informs that Viktor Stojchevski, Member of the Management Board of ALKALOID AD Skopje, acquired 200 ordinary shares issued by ALKALOID AD Skopje.
",Алкалоид АД Скопје,ALK,Neutral
67047,2024-03-21,Other price sensitive information,"
	ALKALOID AD Skopje informs that Olivera Paneva, Member of the Management Board of ALKALOID AD Skopje, acquired 50 ordinary shares issued by ALKALOID AD Skopje.
",Алкалоид АД Скопје,ALK,Neutral
67046,2024-03-21,Other price sensitive information,"
	ALKALOID AD Skopje informs that Gjorgji Jovanov, Member of the Management Board of ALKALOID AD Skopje, acquired 100 ordinary shares issued by ALKALOID AD Skopje.
",Алкалоид АД Скопје,ALK,Neutral
67045,2024-03-21,Other price sensitive information,"
	ALKALOID AD Skopje informs that Kire Icev, Member of the Management Board of ALKALOID AD Skopje, acquired 150 ordinary shares issued by ALKALOID AD Skopje.
",Алкалоид АД Скопје,ALK,Neutral
67020,2024-03-18,Non-audited financial statements 01.01. - 31.12.,Teteks AD Tetovo published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Тетекс АД Тетово,TETE,Neutral
67017,2024-03-18,Non-audited financial statements 01.01. - 31.12.,Vitaminka AD Prilep published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Витаминка АД Прилеп,VIT,Neutral
67011,2024-03-15,Non-audited financial statements 01.01. - 31.12.,Zito Karaorman AD Kicevo published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Жито Караорман АД Кичево,ZKAR,Neutral
67009,2024-03-15,Non-audited financial statements 01.01. - 31.12.,Zito Karaorman AD Kicevo published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Жито Караорман АД Кичево,ZKAR,Neutral
67006,2024-03-15,Non-audited financial statements 01.01. - 31.12.,Zito Karaorman AD Kicevo published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Жито Караорман АД Кичево,ZKAR,Neutral
67002,2024-03-15,Non-audited financial statements 01.01. - 31.12.,Vabtek MZT AD Skopje published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Вабтек МЗТ АД Скопје,MZH,Neutral
66983,2024-03-14,Changes in the managing bodies,"
	Respected,

	We are informing you that on March 13th, 2024, the National Bank of the Republic of North Macedonia has issued a Decision granting prior consent for Mr. Zoran Jovanovski to be re-appointed as independent member of the Supervisory Board of NLB Banka AD Skopje, with a new term of 4 years, starting from March 31st, 2024.

	With respect

	 
",НЛБ Банка АД Скопје,TNB,Neutral
66970,2024-03-13,Non-audited financial statements 01.01. - 31.12.,Fabrika Karpos AD Skopje published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Фабрика Карпош АД Скопје,KPS,Neutral
66966,2024-03-12,Non-audited financial statements 01.01. - 31.12.,"Pekabesko AD Kadino, Ilinden published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.","Пекабеско АД Кадино, Илинден",PKB,Neutral
66962,2024-03-12,Non-audited financial statements 01.01. - 31.12.,Zito Polog AD Tetovo published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,Жито Полог АД Тетово,ZPOG,Neutral
66960,2024-03-12,Non-audited financial statements 01.01. - 31.12.,GD Tikves AD Kavadarci published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,ГД Тиквеш АД Кавадарци,TIKV,Neutral
