Document_ID,Publication_date,Title,Text_Content,Company_Name,Company_Code
70453,2024-11-11,Draft decisions for the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70452.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/centralna-kooperativna-banka-ad-skopje,Централна кооперативна банка АД Скопје,SILB
70451,2024-11-08,Draft decisions for the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70449.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fzc-11-ti-oktomvri-ad-kumanovo,ФЗЦ 11 Октомври АД Куманово,CEVI
70450,2024-11-08,Public call for shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70448.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fzc-11-ti-oktomvri-ad-kumanovo,ФЗЦ 11 Октомври АД Куманово,CEVI
70447,2024-11-08,Other price sensitive information," ALKALOID AD Skopje informs that Zhivko Mukaetov, President of the Management Board and Chief Executive Officer of ALKALOID AD Skopje, acquired 331 ordinary shares issued by ALKALOID AD Skopje.",Алкалоид АД Скопје,ALK
70446,2024-11-08,Other price sensitive information," ALKALOID AD Skopje informs that Kire Icev, Member of the Management Board of ALKALOID AD Skopje, acquired 150 ordinary shares issued by ALKALOID AD Skopje.",Алкалоид АД Скопје,ALK
70445,2024-11-08,Other price sensitive information," ALKALOID AD Skopje informs that Viktor Stojchevski, Member of the Management Board of ALKALOID AD Skopje, acquired 200 ordinary shares issued by ALKALOID AD Skopje.",Алкалоид АД Скопје,ALK
70444,2024-11-08,Other price sensitive information," ALKALOID AD Skopje informs that Gjorgji Jovanov, Member of the Management Board of ALKALOID AD Skopje, acquired 200 ordinary shares issued by ALKALOID AD Skopje.",Алкалоид АД Скопје,ALK
70443,2024-11-08,Other price sensitive information," ALKALOID AD Skopje informs that Olivera Paneva, Member of the Management Board of ALKALOID AD Skopje, acquired 50 ordinary shares issued by ALKALOID AD Skopje.",Алкалоид АД Скопје,ALK
67136,2024-03-27,Other price sensitive information,"
	ALKALOID COMMISSIONS NEW CAPITAL PROJECT WORTH €19.4 MILLION

ALKALOID COMMISSIONS NEW CAPITAL PROJECT WORTH €19.4 MILLION
The recent construction of solid pharmaceutical form manufacturing facilities covering an area of 6200
square meters, marks the most significant investment made by the company in the past two decades.
Committed to continuous modernization and expanding manufacturing capacities, volume, and product
range, Alkaloid AD Skopje has recently completed its most substantial investment venture in the past two
decades. This project involved the establishment of an advanced facility for manufacturing solid
pharmaceutical forms, known as ""Tablet Department 2.0,"" along with its accompanying technical
infrastructure.
The new technical and technological infrastructure, designed to more than double the production volume
and enhance the flexibility of solid pharmaceutical form manufacturing, spans 6200 square meters,
encompassing both production and technical facilities. Alkaloid invested a total of 19.4 million euros in
this endeavor. The building construction, which commenced in April 2021, engaged 30 local and 16
international companies. Alkaloid AD Skopje's professional departments oversaw both the construction
and furnishing processes. The facilities were constructed to adhere to the stringent standards for good
manufacturing practices, with all processes fully integrated and digitized. All data from process controls
are automatically generated.
The newly established facility for manufacturing solid pharmaceutical forms will produce tablets, film-
coated tablets, capsules, and double-layered tablets, introducing this manufacturing technology to
Macedonia for the first time. These are tablets that contain multiple active ingredients with various
chemical and physical properties or release methods. They are carefully and precisely dosed, with the
active ingredients physically separated to maintain stability and effectiveness, enabling patients to receive
comprehensive therapy from multiple medications in a single tablet. The solid pharmaceutical form
manufacturing equipment was procured from globally recognized manufacturers: GEA for wet granulation
equipment, Alexanderwerk for dry granulation equipment, Lodige for homogenization equipment, Fette
for tablet presses, Glatt for the film coating system, De Lama for the automatic container washing
machine, among others.
Upon commissioning the new technical and technological unit for manufacturing solid pharmaceutical
forms, production capacity has doubled. Previously capable of producing 2 billion tablets annually, the
projected manufacturing capacity now exceeds 4 billion tablets per year.
""In our dynamic pharmaceuticals industry, sales are typically directly linked to investment, skills, and
knowledge. Over the past two decades, our focus has centered on constructing a modern and competitive
product portfolio. Our commitment remains unwavering: to distinguish ourselves through developing
knowledge and value-added products. Looking ahead, we are resolute in staying this course, further
globalizing the Alkaloid brand with dignity and dedication by practicing high ethical standards, credibility,
and a professional approach across all our operations"" - noted Zhivko Mukaetov, the CEO and President
of the Management Board, during the official launch of the new department, attended by senior company
management and media representatives from both the country and the region.
This marks one of the most significant investment endeavors undertaken by Alkaloid AD in the last two
decades. In 2005, the company recorded sales totaling 53.1 million euros, a figure that surged to 268.3
million euros by 2023, marking a five-fold increase. Alongside this consistent growth over the past 15
years, investments exceeding 220 million euros were realized.
Alkaloid's pharmaceutical products are available in over 40 countries worldwide.",Алкалоид АД Скопје,ALK
67141,2024-03-27,CCG Questionnaires,"
	 

	CCG Questionnaires
",Комерцијална Банка АД Скопје,KMB
68653,2024-05-29,Audited financial statements,"
	NLB Banka AD publishes audited financial statements according to local and international regulation together with the Annual Report for 2023

Annual Shareholders Assembly of NLB Banka AD Skopje
Proposal-Decision to adopt the Report by the auditing company Audit Company KPMG
Audit DOO Skopje on the conducted audit of the financial statements of NLB Banka AD
Skopje, in accordance with the regulation of National Bank of the Republic of North
Macedonia for 2023 with the Opinion of the Supervisory Board regarding the Report
Pursuant to Article 39 paragrap 1 of the Statute of NLB Banka AD Skopje, the Assembly of NLB Banka AD Skopje
adopted the following:
Decision to adopt the Report by the auditing company Audit Company KPMG Audit DOO
Skopje on the conducted audit of the financial statements of NLB Banka AD Skopje, in
accordance with the regulation of National Bank of the Republic of North Macedonia for
2023 with the Opinion of the Supervisory Board regarding the Report
1. Тhe Report by the auditing company Audit Company KPMG Audit DOO Skopje on the conducted
audit of the financial statements of NLB Banka AD Skopje, in accordance with the regulation of
National Bank of the Republic of North Macedonia for 2023 with the Opinion of the Supervisory
Board regarding the Report is adopted, annex to this decision;
2. The decision comes into force on the day of adoption.
In Skopje, 29.05.2024
The decision shall be submitted to:
Secretariat
Financial Accounting and
Reporting Department
Chairman
of the Annual Shareholders Assembly
of NLB Banka AD Skopje
2",НЛБ Банка АД Скопје,TNB
66222,2024-01-18,Draft decisions for the shareholders meeting,"
	According to the announcement by Sei Net on January 18, 2024 for the Public announcement for the Shareholders assembly of NLB Banka AD Skopje, scheduled for February 21st, 2024, starting at 12.00 pm, at the premises of NLB Bankа AD Skopje, "" Vodnjanska "" No.1, 1000 Skopje, we publish the content of the proposal - decisions from the agenda

	 

Item on the agenda:1
Proposer: Shareholders
Material for the Shareholders Assembly of NLB Banka AD Skopje
Election of the Chairman of the Assembly
The Shareholders propose to the Shareholder's Assembly to adopt the following:
Decision on the election of the Chairman of the Assembly
In addition:
– Proposal-Decision on Election of the Chairman of the Assembly.
Skopje, February 2024
1",НЛБ Банка АД Скопје,TNB
67140,2024-03-27,Other price sensitive information,"
	 

	
		Annual Report of Komercijalna Banka AD Skopje for 2023;
	
		Annual Report on the performance of Komercijalna Banka AD Skopje in 2023;
	
		Consolidated Annual Report of Komercijalna Banka AD Skopje for 2023;
	
		Program of Buisiness Policy Measures and Activities and Financial Plan of Komercijalna Banka AD Skopje for 2024;
	
		Report on the performance of the Supervisory Board of Komercijalna Banka AD Skopje in 2023;
	
		Development plan of KB with financial projections for the period 2024-2026.


	 

KOMERCIJALNA BANKA AD SKOPJE
ANNUAL REPORT
OF KOMERCIJALNA BANKA AD SKOPJE
for the period from 01.01. to 31.12.2023
Skopje, February 2024",Комерцијална Банка АД Скопје,KMB
67802,2024-04-26,Draft decisions for the shareholders meeting,"
	Materials for annual shareholders assembly

",Мермерен комбинат АД Прилеп,MERM
69577,2024-07-31,Other price sensitive information,"
	 

	Komercijalna Banka AD Skopje publishes the Comments on the unaudited (consolidated and unconsolidated) Income Statement and Balance Sheet for the period 01.01 – 30.06.2024.

	 

KБ_јавно
Comment on the unconsolidated and unaudited
Income Statement and Balance Sheet
of Komercijalna Banka AD Skopje
for the period 01.01 - 30.06.2024
1. Income Statement
In the period 01.01-30.06.2024, Komercijalna Banka AD Skopje realized a positive financial
result from its operations in an amount of MKD 2,844.6 million compared to the positive
financial result from the same period last year in the amount of MKD 2,003.3 million, noting
an increase by 42.0%. The planned gross profit for the first half of the year is realized by
134.4%. The profit realized before provisioning, which is an indicator of the Bank's operational
capability to cover the operating expenses, has increased by 46.0% compared to the same
period last year. The increase of profit realized before provisioning is mainly due to the
increased other operating income as well as the increased net interest income, and to a lesser
extent due to the increased net fee and commission income and net trading income. The more
significant increase of other operating income compared to the same period last year is a result
of the increased income from capital gains from the sale of foreclosed property.
The total operating income realized is in the amount of MKD 4,503.8 million and notes an
increase by 36.5% compared to the same period last year.
The net interest income represents a basic component in the formation of the total operating
income and as at 30.06.2024 notes an increase by 22.2% compared to the same period last
year. The plan for the analyzed period is realized by 113.0%. Interest income notes an increase
by 27.6% across all customer categories: within the financial institutions sector due to the
increased interest rates on treasury bills and deposits placed with NBRNM1, within the
government sector due to increased investments in government securities with increased
interest rates2, within the non-financial legal entities sector due to increased lending, within the
households sector due to increased loan placements and within non-residents due to increased
placements in foreign banks and increased interest rates3. Interest expenses have increased
by 90.5% due to the increased time deposits and increased deposit interest rates compared to
the same period last year. The net interest margin at Bank’s level has increased from 3.43% at
the end of the first half of 2023, to 3.88% as at 30.06.2024.
As at 30.06.2024, the net fee and commission income amounts to MKD 611.8 million and
compared to the same period last year notes an increase by 13.7%, mostly as a result of the
increase in the volume of operations, especially in cards operations. The plan for the analyzed
period is realized by 111.2%.
The net FX gains as at 30.06.2024 amount to MKD 180.4 million and note an insignificant
decrease by 0.6% compared to the same period last year. The plan for the analyzed period is
realized by 110.7%.
Other operating income of the Bank as at 30.06.2024 is in the amount of MKD 731.8 million
and notes an increase by more than 4 times compared to the same period last year, which is
almost entirely a result of the significant increase in capital gains from the sale of foreclosed
property. The income from the sale of foreclosed property from the debtors Euronikel Industri
1 The interest rate on treasury bills in June 2024 was 6.30%, as opposed to 6.00% in June 2023, while
the interest rate on overnight and up to 7 days deposits in June 2024 was 4.20% and 4.25% respectively,
as opposed to 3.90% and 3.95% in June 2023.
2 The average weighted interest rate on government securities as at June 30, 2024 reached 3.82%
(calculated according to coupon interest) as opposed to 3.34% as at June 30, 2023. If the average
weighted interest rate on government securities is calculated according to the yield rate, it has reached
3.72% on June 30, 2024, as opposed to 2.81% on June 30, 2023.
3 The average weighted interest rate on deposits in foreign banks as at June 30, 2024 reached 4.42%,
compared to 4.22% as at June 30, 2023.
1",Комерцијална Банка АД Скопје,KMB
69572,2024-07-31,Non-audited financial statements 01.01. - 30.06.,"
	 

	Кomercijalna Banka AD Skopje publishes the unaudited (consolidated) financial statement for the period 01.01. – 30.06 2024.The unaudited (consolidated) financial statement of the Bank for the period 01.01-30.06.2024 is comprised of the financial statements of Komercijalna banka AD Skopje, as well as of the subsidiary KB Invest AD Skopje – Investment funds management company, presented as financial statements of a single legal entity.

	 
",Комерцијална Банка АД Скопје,KMB
69570,2024-07-31,Non-audited financial statements 01.01. - 30.06.,"
	 

	Кomercijalna Banka AD Skopje publishes the unaudited (unconsolidated) financial statement for the period 01.01. – 30.06 2024.

	 
",Комерцијална Банка АД Скопје,KMB
68654,2024-05-29,Dividend Calendar,"
	NLB Banka AD Skopje at the Annual Shareholders Assembly held on May 29, 2024, adopted the following Decisions:

	 

Annual Shareholders Assembly of NLB Banka AD Skopje
Proposal - Decision on utilization and distribution of the profit from Annual
account and financial reports of NLB Banka AD Skopje for 2023
Pursuant to Article 39 paragraph 1 of the Statute of NLB Banka AD Skopje, The Assembly of NLB Banka AD Skopje,
at its session held on 29.05.2024, adopted the following:
Decision on utilization and distribution of the profit from Annual account and
financial reports of NLB Banka AD Skopje for 2023
1. Net profit after tax from Annual account and financial reports of NLB Banka AD Skopje for
2023 in an amount of 3.216.859.548 MKD is distributed as follows:
1. For dividend payout 2.251.304.796 MKD
2. Retained earnings for investments 231.000.000 MKD
3. General reserve fund 734.554.752 MKD
2. Profit that is allocated to retained earnings for investments is used for development
purposes and investments in tangible and intangible assets for expanding the primary
business and it is not available for dividend payment to shareholders in the future (limited
for distribution of shareholders).
3. The decision enters into force on the date of acceptance
Skopje, 29.05.2024
The decision shall be submitted to:
- Secretariat
- Strategic Planning and Financial Control Department
Chairman
of the Annual Shareholders Assembly
NLB Banka AD Skopje
2",НЛБ Банка АД Скопје,TNB
65821,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,VV Tikves AD Kavadarci published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,ВВ Тиквеш АД Кавадарци,TKVS
65819,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Makpetrol AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Макпетрол АД Скопје,MAK
65817,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Makedonija osiguruvane  AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Македонија осигурување АД Скопје,AMK
65815,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Zito Karaorman AD Kicevo published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Жито Караорман АД Кичево,ZKAR
65810,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,ZK Pelagonija AD Bitola published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,ЗК Пелагонија АД Битола,ZKP
65809,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,SN Osiguritelen Broker AD Bitola published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,СН Осигурителен Брокер АД Битола,SNBT
65807,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Automakedonija AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Аутомакедонија АД Скопје,AUM
65805,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Slavej AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Славеј АД Скопје,SLA
65803,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Trgotekstil maloprodazba AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Трготекстил малопродажба АД Скопје,TSMP
65801,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Tutunski kombinat AD Prilep published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Тутунски комбинат АД Прилеп,TUT
65799,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Zito Luks AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Жито Лукс АД Скопје,ZIL
65797,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Granit AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Гранит АД Скопје,GRT
66733,2024-03-01,Draft decisions for the shareholders meeting,"
	Materials for annual shareholders assembly

DRAFT
Under Article 418 paragraph 3, of the Company Law and the Resolution to Amend the Statute of
ALKALOID AD Skopje no. _______ dated __.__.2024, passed at the Shareholders Assembly of
ALKALOID AD Skopje on __.__.2024, the Supervisory Board of ALKALOID AD Skopje at the
meeting held on __.__.2024 prepared a consolidated version of the Statute of ALKALOID AD
Skopje no. 0201-03/1 dated 04.04.2022, which introduces the amendments made by the Resolution
to amend the Statute of ALKALOID AD Skopje no. _______ dated __.__.2024
STATUTE of ALKALOID AD Skopje
(Consolidated Text)
1. General/Introductory Provisions
Article 1
Pharmaceutical, Chemical, and Cosmetics Industry ALKALOID AD Skopje (hereinafter:
The Company), which has been registered in the trade register under this Statute, is the sole legal
successor of Pharmaceutical, Chemical, and Cosmetics Industry ALKALOID AD Skopje which
has been registered in the Court Register.
Article 2
The Company shall be a legal entity possessing rights, duties, and obligations provided by
law and this Statute.
The company shall do business independently and permanently to generate a profit.
As a legal person, the company may acquire rights and assume obligations, acquire
property and other property rights, enter contracts and other legal matters, sue and be sued before
a court, arbitrational tribunal, or other elected court and take part in other proceedings.
The Company shall be founded for an indefinite period.
Article 3
The company shall be liable for its liabilities with its entire property.
The shareholders shall not be liable for the Company's liabilities unless otherwise provided
by law.
2. Business Name, Registered Office, Seal/Signs, Scope of Business
Article 4
The company shall operate and take part in the legal transactions under the name:
Pharmaceutical, Chemical, and Cosmetics Industry ALKALOID AD Skopje.
Each part of the company shall use the same business name in legal transactions and shall
add a designation to the business name, indicating that it is a part of that company.
The abbreviated business name of the Company shall read: ALKALOID AD Skopje.
In the legal transactions abroad or its relations with foreign entities, the Company shall use
the abbreviated business name, in the Latin alphabet - ALKALOID AD Skopje or in the Cyrillic
alphabet - АЛКАЛОИД АД Скопје.
1",Алкалоид АД Скопје,ALK
65795,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Makedonijaturist AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Македонијатурист АД Скопје,TUM
65793,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,TEAL AD Tetovo published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,ТЕАЛ АД Тетово,TEAL
65792,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Kristal 1923 AD Veles published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Кристал 1923 АД Велес,BGO
65790,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,BIM AD Sveti Nikole published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,БИМ АД Свети Николе,BIM
65787,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Veteks AD Veles published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Ветекс АД Велес,VTKS
70065,2024-10-25,Other price sensitive information,"Comments to the (unaudited) nonconsolidated financial statements of NLB Banka AD Skopje for the period 01.01.-30.09.2024.
Analysis of the financial results of NLB Bankа Skopje
for the period 01.01 – 30.09.2024
In the period from 01.01.2024 to 30.09.2024, NLB Banka Skopje worked in accordance with the
adopted Business Policy of the Bank for 2024.
In the analyzed period, the Bank realized a net profit in the amount of 2.716.926 thousand MKD,
which represents an increase of 11.6% compared to the net profit realized in the same period of
the previous year. The increase is due to continuous sales activities of loan products with a
particular focus on households, micro, small and medium enterprises, increased number of users
of the Bank's payment services as well as positive trends on financial markets.
The bank is a systemically significant bank based on the Decision on the methodology for
identifying systemically significant banks of the National Bank of the Republic of North Macedonia,
with a strong market position and a high market share in the banking sector of the Republic of
North Macedonia.
Balance sheet
As of September 30, 2024, the balance amount is 119,625,978 thousand MKD, it has increased
by 3,219,317 thousand MKD or 2,8% compared to December 31, 2023.
Cash and cash equivalents amount to 22,720,949 thousand MKD and are increased by 1.2%
compared to 31.12.2023.
Loans and receivables from banks recorded a decrease of 243 thousand MKD compared to
31.12.2023.
Total loans to the non-banking sector amount to 77,217,292 thousand MKD and are increased
by 4.2% compared to 31.12.2023. The increase is a result in increase in loans to household sector
by 6.0% compared to 31.12.2023 as a result of а higher volume in consumer, housing and car
loans.
Investments in securities amount to 17,062,941 thousand MKD and are increased by 7.7%
compared to 31.12.2023 due to higher investment in government bonds.
The total deposits (deposits of clients and deposits of banks) amount to 95,162,259
thousand MKD and compared to 31.12.2023 have increased by 2.5%, as a result of increase in
personal accounts and term deposits of households by 7.5% and current business bank accounts
and term deposits of financial legal entities (except banks) by 47.1%.
Borrowings and subordinated debt are decreased compared to December 31, 2023 by
293,556 thousand MKD due to a regular repayments from Development Bank of North Macedonia
and European Bank for Reconstruction and Development.
The Bank's share capital and reserves are increased by 6.9% and amount to 17,911,709
thousand MKD.
Income statement
Net interest income, as of 30.09.2024, is higher by 20.1% compared to the previous year.
Interest income is higher by 21.0%, mainly due to an increase in the portfolio in the household
sector, housing and consumer loans, higher income from financial assets (higher interest rates)
and as a result of sale of receivables in the first quarter of 2024, while interest expenses are
higher by 29.0% mainly due to the increase in the interest rates on term deposits for households.
Net fee and commission income is higher by 15.3% compared to the previous year. Fee and
commission income is increased by 2.7% as a result of increased income from payment",НЛБ Банка АД Скопје,TNB
65785,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Dimko Mitrev AD Veles published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Димко Митрев АД Велес,DMK
70063,2024-10-25,Non-audited profit&loss account 01.01. - 30.09.,"NLB Banka AD Skopje is publishing the (unaudited) nonconsolidated Income statement, Balance sheet and Report for cash flows for the period 01.01.-30.9.2024.",НЛБ Банка АД Скопје,TNB
65783,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Nova stokovna kuka AD Strumica published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Нова стоковна куќа АД Струмица,NOSK
70061,2024-10-25,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70059.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/stopanska-banka-ad-bitola,Стопанска банка АД Битола,SBT
65780,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Internesnel Hotels AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Интернешнел Хотелс АД Скопје,INH
70060,2024-10-25,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70058.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/stopanska-banka-ad-bitola,Стопанска банка АД Битола,SBT
65779,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Makoteks AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Макотекс АД Скопје,MAKS
70056,2024-10-25,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70035.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/okta-ad-skopje,ОКТА АД Скопје,OKTA
65778,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,MZT Pumpi AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,МЗТ Пумпи АД Скопје,MZPU
70055,2024-10-25,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70036.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/geras-cunev-konfekcija-ad-strumica,Герас Цунев Конфекција АД Струмица,GECK
65777,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,RZ Inter-Transsped AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,РЖ Интер-Трансшпед АД Скопје,RZIT
70054,2024-10-25,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70037.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/geras-cunev-trgovija-ad-strumica,Герас Цунев Трговија АД Струмица,GECT
65776,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Debarski bani - Capa AD Debar published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Дебарски бањи - Цапа АД Дебар,DEBA
70053,2024-10-25,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70039.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/zas-ad-skopje,ЖАС АД Скопје,ZAS
65775,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,OKTA AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,ОКТА АД Скопје,OKTA
70052,2024-10-25,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70038.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/zas-ad-skopje,ЖАС АД Скопје,ZAS
65718,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Ugotur AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Уготур АД Скопје,RUG
70051,2024-10-25,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70045.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/prilepska-pivarnica-ad-prilep,Прилепска пиварница АД Прилеп,PPP
65714,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Fersped AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Фершпед АД Скопје,FER
70050,2024-10-25,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70041.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/moda-ad-sveti-nikole,Мода АД Свети Николе,MODA
65713,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Rudnici Banani AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Рудници Бањани АД Скопје,BANA
70049,2024-10-25,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70047.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makedonijaturist-ad-skopje,Македонијатурист АД Скопје,TUM
65711,2023-10-31,Non-audited profit&loss account 01.01. - 30.09.,Nemetali Ograzden AD Strumica published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Неметали Огражден АД Струмица,NEM
70048,2024-10-25,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70046.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makedonijaturist-ad-skopje,Македонијатурист АД Скопје,TUM
70025,2024-10-25,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70023.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/teteks-ad-tetovo,Тетекс АД Тетово,TETE
70024,2024-10-25,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70022.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/teteks-ad-tetovo,Тетекс АД Тетово,TETE
70020,2024-10-24,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70019.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/unibanka-ad-skopje,УНИ Банка АД Скопје ,BAB
70018,2024-10-24,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70009.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/okta-ad-skopje,ОКТА АД Скопје,OKTA
70017,2024-10-24,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70008.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/skopski-pazar-ad-skopje,Скопски Пазар АД Скопје,SPAZ
70016,2024-10-24,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70007.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/skopski-pazar-ad-skopje,Скопски Пазар АД Скопје,SPAZ
70015,2024-10-24,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70006.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/sovremen-dom-ad-prilep,Современ дом АД Прилеп,SDOM
70014,2024-10-24,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70005.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/sovremen-dom-ad-prilep,Современ дом АД Прилеп,SDOM
70013,2024-10-24,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70011.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/vabtek-mzt-ad-skopje,Вабтек МЗТ АД Скопје,MZH
